Date,City,Impact
07-11-2014,Los Angeles,sky is clear
07-11-2014,San Diego,sky is clear
07-11-2014,Las Vegas,sky is clear
07-11-2014,Phoenix,sky is clear
07-11-2014,Albuquerque,sky is clear
07-11-2014,Denver,scattered clouds
07-11-2014,San Antonio,broken clouds
07-11-2014,Dallas,sky is clear
07-11-2014,Houston,scattered clouds
07-11-2014,Kansas City,sky is clear
07-11-2014,Minneapolis,few clouds
07-11-2014,Saint Louis,sky is clear
07-11-2014,Chicago,scattered clouds
07-11-2014,Nashville,sky is clear
07-11-2014,Indianapolis,sky is clear
07-11-2014,Atlanta,sky is clear
07-11-2014,Detroit,sky is clear
07-11-2014,Jacksonville,sky is clear
07-11-2014,Charlotte,sky is clear
07-11-2014,Miami,scattered clouds
07-11-2014,Pittsburgh,light rain
07-11-2014,Toronto,moderate rain
07-11-2014,Philadelphia,scattered clouds
07-11-2014,New York,light rain
07-11-2014,Montreal,light intensity shower rain
07-11-2014,Boston,light rain
07-11-2014,Beersheba,sky is clear
07-11-2014,Tel Aviv District,sky is clear
07-11-2014,Eilat,sky is clear
07-11-2014,Haifa,sky is clear
07-11-2014,Nahariyya,sky is clear
07-11-2014,Jerusalem,sky is clear
08-11-2014,Vancouver,fog
08-11-2014,Portland,sky is clear
08-11-2014,San Francisco,sky is clear
08-11-2014,Seattle,sky is clear
08-11-2014,Los Angeles,sky is clear
08-11-2014,San Diego,sky is clear
08-11-2014,Las Vegas,sky is clear
08-11-2014,Phoenix,sky is clear
08-11-2014,Albuquerque,sky is clear
08-11-2014,Denver,sky is clear
08-11-2014,San Antonio,scattered clouds
08-11-2014,Dallas,sky is clear
08-11-2014,Houston,scattered clouds
08-11-2014,Kansas City,sky is clear
08-11-2014,Minneapolis,light rain
08-11-2014,Saint Louis,scattered clouds
08-11-2014,Chicago,light rain
08-11-2014,Nashville,broken clouds
08-11-2014,Indianapolis,few clouds
08-11-2014,Atlanta,sky is clear
08-11-2014,Detroit,light rain
08-11-2014,Jacksonville,broken clouds
08-11-2014,Charlotte,scattered clouds
08-11-2014,Miami,moderate rain
08-11-2014,Pittsburgh,light rain
08-11-2014,Toronto,moderate rain
08-11-2014,Philadelphia,sky is clear
08-11-2014,New York,scattered clouds
08-11-2014,Montreal,broken clouds
08-11-2014,Boston,sky is clear
08-11-2014,Beersheba,sky is clear
08-11-2014,Tel Aviv District,sky is clear
08-11-2014,Eilat,sky is clear
08-11-2014,Haifa,sky is clear
08-11-2014,Nahariyya,sky is clear
08-11-2014,Jerusalem,sky is clear
09-11-2014,Vancouver,mist
09-11-2014,Portland,moderate rain
09-11-2014,San Francisco,sky is clear
09-11-2014,Seattle,moderate rain
09-11-2014,Los Angeles,sky is clear
09-11-2014,San Diego,sky is clear
09-11-2014,Las Vegas,sky is clear
09-11-2014,Phoenix,sky is clear
09-11-2014,Albuquerque,sky is clear
09-11-2014,Denver,scattered clouds
09-11-2014,San Antonio,sky is clear
09-11-2014,Dallas,sky is clear
09-11-2014,Houston,sky is clear
09-11-2014,Kansas City,scattered clouds
09-11-2014,Minneapolis,broken clouds
09-11-2014,Saint Louis,sky is clear
09-11-2014,Chicago,few clouds
09-11-2014,Nashville,sky is clear
09-11-2014,Indianapolis,sky is clear
09-11-2014,Atlanta,scattered clouds
09-11-2014,Detroit,light rain
09-11-2014,Jacksonville,overcast clouds
09-11-2014,Charlotte,broken clouds
09-11-2014,Miami,moderate rain
09-11-2014,Pittsburgh,sky is clear
09-11-2014,Toronto,moderate rain
09-11-2014,Philadelphia,few clouds
09-11-2014,New York,broken clouds
09-11-2014,Montreal,overcast clouds
09-11-2014,Boston,few clouds
09-11-2014,Beersheba,sky is clear
09-11-2014,Tel Aviv District,sky is clear
09-11-2014,Eilat,sky is clear
09-11-2014,Haifa,sky is clear
09-11-2014,Nahariyya,sky is clear
09-11-2014,Jerusalem,sky is clear
10-11-2014,Vancouver,fog
10-11-2014,Portland,light rain
10-11-2014,San Francisco,sky is clear
10-11-2014,Seattle,light rain
10-11-2014,Los Angeles,sky is clear
10-11-2014,San Diego,sky is clear
10-11-2014,Las Vegas,sky is clear
10-11-2014,Phoenix,sky is clear
10-11-2014,Albuquerque,sky is clear
10-11-2014,Denver,sky is clear
10-11-2014,San Antonio,sky is clear
10-11-2014,Dallas,sky is clear
10-11-2014,Houston,sky is clear
10-11-2014,Kansas City,sky is clear
10-11-2014,Minneapolis,heavy snow
10-11-2014,Saint Louis,sky is clear
10-11-2014,Chicago,broken clouds
10-11-2014,Nashville,sky is clear
10-11-2014,Indianapolis,few clouds
10-11-2014,Atlanta,sky is clear
10-11-2014,Detroit,few clouds
10-11-2014,Jacksonville,scattered clouds
10-11-2014,Charlotte,sky is clear
10-11-2014,Miami,moderate rain
10-11-2014,Pittsburgh,sky is clear
10-11-2014,Toronto,broken clouds
10-11-2014,Philadelphia,sky is clear
10-11-2014,New York,light rain
10-11-2014,Montreal,light rain
10-11-2014,Boston,sky is clear
10-11-2014,Beersheba,sky is clear
10-11-2014,Tel Aviv District,sky is clear
10-11-2014,Eilat,sky is clear
10-11-2014,Haifa,sky is clear
10-11-2014,Nahariyya,sky is clear
10-11-2014,Jerusalem,sky is clear
11-11-2014,Vancouver,sky is clear
11-11-2014,Portland,sky is clear
11-11-2014,San Francisco,light rain
11-11-2014,Seattle,sky is clear
11-11-2014,Los Angeles,scattered clouds
11-11-2014,San Diego,few clouds
11-11-2014,Las Vegas,sky is clear
11-11-2014,Phoenix,sky is clear
11-11-2014,Albuquerque,sky is clear
11-11-2014,Denver,light snow
11-11-2014,San Antonio,scattered clouds
11-11-2014,Dallas,sky is clear
11-11-2014,Houston,light rain
11-11-2014,Kansas City,light rain
11-11-2014,Minneapolis,snow
11-11-2014,Saint Louis,scattered clouds
11-11-2014,Chicago,light rain
11-11-2014,Nashville,scattered clouds
11-11-2014,Indianapolis,sky is clear
11-11-2014,Atlanta,sky is clear
11-11-2014,Detroit,scattered clouds
11-11-2014,Jacksonville,sky is clear
11-11-2014,Charlotte,sky is clear
11-11-2014,Miami,moderate rain
11-11-2014,Pittsburgh,sky is clear
11-11-2014,Toronto,sky is clear
11-11-2014,Philadelphia,light rain
11-11-2014,New York,haze
11-11-2014,Montreal,overcast clouds
11-11-2014,Boston,sky is clear
11-11-2014,Beersheba,overcast clouds
11-11-2014,Tel Aviv District,haze
11-11-2014,Eilat,sky is clear
11-11-2014,Haifa,sky is clear
11-11-2014,Nahariyya,sky is clear
11-11-2014,Jerusalem,sky is clear
12-11-2014,Vancouver,sky is clear
12-11-2014,Portland,sky is clear
12-11-2014,San Francisco,light rain
12-11-2014,Seattle,sky is clear
12-11-2014,Los Angeles,light rain
12-11-2014,San Diego,scattered clouds
12-11-2014,Las Vegas,scattered clouds
12-11-2014,Phoenix,sky is clear
12-11-2014,Albuquerque,sky is clear
12-11-2014,Denver,light snow
12-11-2014,San Antonio,scattered clouds
12-11-2014,Dallas,sky is clear
12-11-2014,Houston,overcast clouds
12-11-2014,Kansas City,few clouds
12-11-2014,Minneapolis,light snow
12-11-2014,Saint Louis,sky is clear
12-11-2014,Chicago,few clouds
12-11-2014,Nashville,light rain
12-11-2014,Indianapolis,sky is clear
12-11-2014,Atlanta,scattered clouds
12-11-2014,Detroit,sky is clear
12-11-2014,Jacksonville,few clouds
12-11-2014,Charlotte,sky is clear
12-11-2014,Miami,sky is clear
12-11-2014,Pittsburgh,light rain
12-11-2014,Toronto,scattered clouds
12-11-2014,Philadelphia,light rain
12-11-2014,New York,light rain
12-11-2014,Montreal,overcast clouds
12-11-2014,Boston,light rain
12-11-2014,Beersheba,light rain
12-11-2014,Tel Aviv District,sky is clear
12-11-2014,Eilat,sky is clear
12-11-2014,Haifa,sky is clear
12-11-2014,Nahariyya,sky is clear
12-11-2014,Jerusalem,sky is clear
13-11-2014,Vancouver,sky is clear
13-11-2014,Portland,light snow
13-11-2014,San Francisco,moderate rain
13-11-2014,Seattle,scattered clouds
13-11-2014,Los Angeles,scattered clouds
13-11-2014,San Diego,sky is clear
13-11-2014,Las Vegas,scattered clouds
13-11-2014,Phoenix,sky is clear
13-11-2014,Albuquerque,light snow
13-11-2014,Denver,sky is clear
13-11-2014,San Antonio,overcast clouds
13-11-2014,Dallas,few clouds
13-11-2014,Houston,light rain
13-11-2014,Kansas City,sky is clear
13-11-2014,Minneapolis,broken clouds
13-11-2014,Saint Louis,few clouds
13-11-2014,Chicago,few clouds
13-11-2014,Nashville,light snow
13-11-2014,Indianapolis,broken clouds
13-11-2014,Atlanta,broken clouds
13-11-2014,Detroit,light snow
13-11-2014,Jacksonville,broken clouds
13-11-2014,Charlotte,few clouds
13-11-2014,Miami,sky is clear
13-11-2014,Pittsburgh,light rain
13-11-2014,Toronto,overcast clouds
13-11-2014,Philadelphia,sky is clear
13-11-2014,New York,overcast clouds
13-11-2014,Montreal,broken clouds
13-11-2014,Boston,scattered clouds
13-11-2014,Beersheba,overcast clouds
13-11-2014,Tel Aviv District,sky is clear
13-11-2014,Eilat,sky is clear
13-11-2014,Haifa,scattered clouds
13-11-2014,Nahariyya,sky is clear
13-11-2014,Jerusalem,scattered clouds
14-11-2014,Vancouver,sky is clear
14-11-2014,Portland,snow
14-11-2014,San Francisco,sky is clear
14-11-2014,Seattle,sky is clear
14-11-2014,Los Angeles,overcast clouds
14-11-2014,San Diego,overcast clouds
14-11-2014,Las Vegas,scattered clouds
14-11-2014,Phoenix,few clouds
14-11-2014,Albuquerque,scattered clouds
14-11-2014,Denver,scattered clouds
14-11-2014,San Antonio,sky is clear
14-11-2014,Dallas,sky is clear
14-11-2014,Houston,sky is clear
14-11-2014,Kansas City,sky is clear
14-11-2014,Minneapolis,scattered clouds
14-11-2014,Saint Louis,sky is clear
14-11-2014,Chicago,sky is clear
14-11-2014,Nashville,sky is clear
14-11-2014,Indianapolis,sky is clear
14-11-2014,Atlanta,sky is clear
14-11-2014,Detroit,sky is clear
14-11-2014,Jacksonville,scattered clouds
14-11-2014,Charlotte,light rain
14-11-2014,Miami,sky is clear
14-11-2014,Pittsburgh,light snow
14-11-2014,Toronto,sky is clear
14-11-2014,Philadelphia,light rain
14-11-2014,New York,moderate rain
14-11-2014,Montreal,broken clouds
14-11-2014,Boston,moderate rain
14-11-2014,Beersheba,scattered clouds
14-11-2014,Tel Aviv District,sky is clear
14-11-2014,Eilat,sky is clear
14-11-2014,Haifa,sky is clear
14-11-2014,Nahariyya,sky is clear
14-11-2014,Jerusalem,scattered clouds
15-11-2014,Vancouver,sky is clear
15-11-2014,Portland,sky is clear
15-11-2014,San Francisco,scattered clouds
15-11-2014,Seattle,sky is clear
15-11-2014,Los Angeles,sky is clear
15-11-2014,San Diego,sky is clear
15-11-2014,Las Vegas,sky is clear
15-11-2014,Phoenix,sky is clear
15-11-2014,Albuquerque,sky is clear
15-11-2014,Denver,scattered clouds
15-11-2014,San Antonio,overcast clouds
15-11-2014,Dallas,sky is clear
15-11-2014,Houston,broken clouds
15-11-2014,Kansas City,scattered clouds
15-11-2014,Minneapolis,overcast clouds
15-11-2014,Saint Louis,few clouds
15-11-2014,Chicago,sky is clear
15-11-2014,Nashville,few clouds
15-11-2014,Indianapolis,sky is clear
15-11-2014,Atlanta,sky is clear
15-11-2014,Detroit,sky is clear
15-11-2014,Jacksonville,sky is clear
15-11-2014,Charlotte,sky is clear
15-11-2014,Miami,sky is clear
15-11-2014,Pittsburgh,sky is clear
15-11-2014,Toronto,sky is clear
15-11-2014,Philadelphia,sky is clear
15-11-2014,New York,scattered clouds
15-11-2014,Montreal,few clouds
15-11-2014,Boston,sky is clear
15-11-2014,Beersheba,scattered clouds
15-11-2014,Tel Aviv District,few clouds
15-11-2014,Eilat,sky is clear
15-11-2014,Haifa,moderate rain
15-11-2014,Nahariyya,moderate rain
15-11-2014,Jerusalem,light rain
16-11-2014,Vancouver,sky is clear
16-11-2014,Portland,sky is clear
16-11-2014,San Francisco,few clouds
16-11-2014,Seattle,sky is clear
16-11-2014,Los Angeles,sky is clear
16-11-2014,San Diego,light rain
16-11-2014,Las Vegas,sky is clear
16-11-2014,Phoenix,sky is clear
16-11-2014,Albuquerque,light rain
16-11-2014,Denver,snow
16-11-2014,San Antonio,light rain
16-11-2014,Dallas,light rain
16-11-2014,Houston,heavy intensity rain
16-11-2014,Kansas City,light snow
16-11-2014,Minneapolis,light snow
16-11-2014,Saint Louis,light snow
16-11-2014,Chicago,light snow
16-11-2014,Nashville,moderate rain
16-11-2014,Indianapolis,light snow
16-11-2014,Atlanta,overcast clouds
16-11-2014,Detroit,light snow
16-11-2014,Jacksonville,few clouds
16-11-2014,Charlotte,overcast clouds
16-11-2014,Miami,scattered clouds
16-11-2014,Pittsburgh,broken clouds
16-11-2014,Toronto,broken clouds
16-11-2014,Philadelphia,broken clouds
16-11-2014,New York,mist
16-11-2014,Montreal,light snow
16-11-2014,Boston,few clouds
16-11-2014,Beersheba,light rain
16-11-2014,Tel Aviv District,moderate rain
16-11-2014,Eilat,scattered clouds
16-11-2014,Haifa,light rain
16-11-2014,Nahariyya,light rain
16-11-2014,Jerusalem,light rain
17-11-2014,Vancouver,sky is clear
17-11-2014,Portland,sky is clear
17-11-2014,San Francisco,scattered clouds
17-11-2014,Seattle,sky is clear
17-11-2014,Los Angeles,scattered clouds
17-11-2014,San Diego,scattered clouds
17-11-2014,Las Vegas,sky is clear
17-11-2014,Phoenix,sky is clear
17-11-2014,Albuquerque,sky is clear
17-11-2014,Denver,sky is clear
17-11-2014,San Antonio,sky is clear
17-11-2014,Dallas,light snow
17-11-2014,Houston,light rain
17-11-2014,Kansas City,scattered clouds
17-11-2014,Minneapolis,light snow
17-11-2014,Saint Louis,light snow
17-11-2014,Chicago,scattered clouds
17-11-2014,Nashville,heavy intensity rain
17-11-2014,Indianapolis,snow
17-11-2014,Atlanta,heavy intensity rain
17-11-2014,Detroit,snow
17-11-2014,Jacksonville,moderate rain
17-11-2014,Charlotte,light rain
17-11-2014,Miami,light rain
17-11-2014,Pittsburgh,heavy intensity rain
17-11-2014,Toronto,light rain
17-11-2014,Philadelphia,heavy intensity rain
17-11-2014,New York,mist
17-11-2014,Montreal,mist
17-11-2014,Boston,light rain
17-11-2014,Beersheba,light rain
17-11-2014,Tel Aviv District,scattered clouds
17-11-2014,Eilat,light rain
17-11-2014,Haifa,light rain
17-11-2014,Nahariyya,light rain
17-11-2014,Jerusalem,light rain
18-11-2014,Vancouver,overcast clouds
18-11-2014,Portland,sky is clear
18-11-2014,San Francisco,few clouds
18-11-2014,Seattle,sky is clear
18-11-2014,Los Angeles,scattered clouds
18-11-2014,San Diego,few clouds
18-11-2014,Las Vegas,sky is clear
18-11-2014,Phoenix,sky is clear
18-11-2014,Albuquerque,sky is clear
18-11-2014,Denver,sky is clear
18-11-2014,San Antonio,scattered clouds
18-11-2014,Dallas,sky is clear
18-11-2014,Houston,light rain
18-11-2014,Kansas City,sky is clear
18-11-2014,Minneapolis,few clouds
18-11-2014,Saint Louis,sky is clear
18-11-2014,Chicago,scattered clouds
18-11-2014,Nashville,sky is clear
18-11-2014,Indianapolis,scattered clouds
18-11-2014,Atlanta,scattered clouds
18-11-2014,Detroit,light snow
18-11-2014,Jacksonville,sky is clear
18-11-2014,Charlotte,heavy intensity rain
18-11-2014,Miami,light rain
18-11-2014,Pittsburgh,heavy intensity rain
18-11-2014,Toronto,sky is clear
18-11-2014,Philadelphia,sky is clear
18-11-2014,New York,overcast clouds
18-11-2014,Montreal,few clouds
18-11-2014,Boston,light rain
18-11-2014,Beersheba,sky is clear
18-11-2014,Tel Aviv District,sky is clear
18-11-2014,Eilat,sky is clear
18-11-2014,Haifa,sky is clear
18-11-2014,Nahariyya,sky is clear
18-11-2014,Jerusalem,sky is clear
19-11-2014,Vancouver,overcast clouds
19-11-2014,Portland,broken clouds
19-11-2014,San Francisco,moderate rain
19-11-2014,Seattle,broken clouds
19-11-2014,Los Angeles,scattered clouds
19-11-2014,San Diego,sky is clear
19-11-2014,Las Vegas,scattered clouds
19-11-2014,Phoenix,sky is clear
19-11-2014,Albuquerque,sky is clear
19-11-2014,Denver,scattered clouds
19-11-2014,San Antonio,sky is clear
19-11-2014,Dallas,sky is clear
19-11-2014,Houston,sky is clear
19-11-2014,Kansas City,sky is clear
19-11-2014,Minneapolis,light snow
19-11-2014,Saint Louis,scattered clouds
19-11-2014,Chicago,scattered clouds
19-11-2014,Nashville,sky is clear
19-11-2014,Indianapolis,scattered clouds
19-11-2014,Atlanta,sky is clear
19-11-2014,Detroit,sky is clear
19-11-2014,Jacksonville,sky is clear
19-11-2014,Charlotte,sky is clear
19-11-2014,Miami,moderate rain
19-11-2014,Pittsburgh,light snow
19-11-2014,Toronto,light snow
19-11-2014,Philadelphia,sky is clear
19-11-2014,New York,sky is clear
19-11-2014,Montreal,few clouds
19-11-2014,Boston,sky is clear
19-11-2014,Beersheba,scattered clouds
19-11-2014,Tel Aviv District,sky is clear
19-11-2014,Eilat,sky is clear
19-11-2014,Haifa,sky is clear
19-11-2014,Nahariyya,sky is clear
19-11-2014,Jerusalem,sky is clear
20-11-2014,Vancouver,moderate rain
20-11-2014,Portland,moderate rain
20-11-2014,San Francisco,light rain
20-11-2014,Seattle,moderate rain
20-11-2014,Los Angeles,sky is clear
20-11-2014,San Diego,sky is clear
20-11-2014,Las Vegas,sky is clear
20-11-2014,Phoenix,sky is clear
20-11-2014,Albuquerque,sky is clear
20-11-2014,Denver,sky is clear
20-11-2014,San Antonio,light rain
20-11-2014,Dallas,scattered clouds
20-11-2014,Houston,overcast clouds
20-11-2014,Kansas City,sky is clear
20-11-2014,Minneapolis,sky is clear
20-11-2014,Saint Louis,sky is clear
20-11-2014,Chicago,few clouds
20-11-2014,Nashville,sky is clear
20-11-2014,Indianapolis,sky is clear
20-11-2014,Atlanta,sky is clear
20-11-2014,Detroit,light snow
20-11-2014,Jacksonville,sky is clear
20-11-2014,Charlotte,sky is clear
20-11-2014,Miami,moderate rain
20-11-2014,Pittsburgh,light rain
20-11-2014,Toronto,snow
20-11-2014,Philadelphia,scattered clouds
20-11-2014,New York,overcast clouds
20-11-2014,Montreal,light snow
20-11-2014,Boston,scattered clouds
20-11-2014,Beersheba,scattered clouds
20-11-2014,Tel Aviv District,sky is clear
20-11-2014,Eilat,sky is clear
20-11-2014,Haifa,sky is clear
20-11-2014,Nahariyya,sky is clear
20-11-2014,Jerusalem,sky is clear
21-11-2014,Vancouver,mist
21-11-2014,Portland,heavy intensity rain
21-11-2014,San Francisco,moderate rain
21-11-2014,Seattle,light rain
21-11-2014,Los Angeles,broken clouds
21-11-2014,San Diego,light rain
21-11-2014,Las Vegas,broken clouds
21-11-2014,Phoenix,broken clouds
21-11-2014,Albuquerque,sky is clear
21-11-2014,Denver,scattered clouds
21-11-2014,San Antonio,light rain
21-11-2014,Dallas,light rain
21-11-2014,Houston,light rain
21-11-2014,Kansas City,sky is clear
21-11-2014,Minneapolis,scattered clouds
21-11-2014,Saint Louis,sky is clear
21-11-2014,Chicago,sky is clear
21-11-2014,Nashville,scattered clouds
21-11-2014,Indianapolis,sky is clear
21-11-2014,Atlanta,sky is clear
21-11-2014,Detroit,sky is clear
21-11-2014,Jacksonville,sky is clear
21-11-2014,Charlotte,sky is clear
21-11-2014,Miami,moderate rain
21-11-2014,Pittsburgh,light rain
21-11-2014,Toronto,scattered clouds
21-11-2014,Philadelphia,sky is clear
21-11-2014,New York,few clouds
21-11-2014,Montreal,few clouds
21-11-2014,Boston,sky is clear
21-11-2014,Beersheba,moderate rain
21-11-2014,Tel Aviv District,moderate rain
21-11-2014,Eilat,sky is clear
21-11-2014,Haifa,overcast clouds
21-11-2014,Nahariyya,moderate rain
21-11-2014,Jerusalem,moderate rain
22-11-2014,Vancouver,heavy intensity rain
22-11-2014,Portland,heavy intensity rain
22-11-2014,San Francisco,moderate rain
22-11-2014,Seattle,moderate rain
22-11-2014,Los Angeles,sky is clear
22-11-2014,San Diego,sky is clear
22-11-2014,Las Vegas,sky is clear
22-11-2014,Phoenix,sky is clear
22-11-2014,Albuquerque,sky is clear
22-11-2014,Denver,sky is clear
22-11-2014,San Antonio,heavy intensity rain
22-11-2014,Dallas,light rain
22-11-2014,Houston,light rain
22-11-2014,Kansas City,light rain
22-11-2014,Minneapolis,scattered clouds
22-11-2014,Saint Louis,light rain
22-11-2014,Chicago,light rain
22-11-2014,Nashville,few clouds
22-11-2014,Indianapolis,light rain
22-11-2014,Atlanta,sky is clear
22-11-2014,Detroit,light rain
22-11-2014,Jacksonville,overcast clouds
22-11-2014,Charlotte,sky is clear
22-11-2014,Miami,light rain
22-11-2014,Pittsburgh,scattered clouds
22-11-2014,Toronto,scattered clouds
22-11-2014,Philadelphia,sky is clear
22-11-2014,New York,scattered clouds
22-11-2014,Montreal,few clouds
22-11-2014,Boston,sky is clear
22-11-2014,Beersheba,light rain
22-11-2014,Tel Aviv District,few clouds
22-11-2014,Eilat,scattered clouds
22-11-2014,Haifa,overcast clouds
22-11-2014,Nahariyya,light rain
22-11-2014,Jerusalem,light rain
23-11-2014,Vancouver,light rain
23-11-2014,Portland,light rain
23-11-2014,San Francisco,sky is clear
23-11-2014,Seattle,moderate rain
23-11-2014,Los Angeles,sky is clear
23-11-2014,San Diego,sky is clear
23-11-2014,Las Vegas,sky is clear
23-11-2014,Phoenix,sky is clear
23-11-2014,Albuquerque,sky is clear
23-11-2014,Denver,light snow
23-11-2014,San Antonio,light rain
23-11-2014,Dallas,moderate rain
23-11-2014,Houston,heavy intensity rain
23-11-2014,Kansas City,light rain
23-11-2014,Minneapolis,light rain
23-11-2014,Saint Louis,light rain
23-11-2014,Chicago,light rain
23-11-2014,Nashville,heavy intensity rain
23-11-2014,Indianapolis,light rain
23-11-2014,Atlanta,heavy intensity rain
23-11-2014,Detroit,moderate rain
23-11-2014,Jacksonville,heavy intensity rain
23-11-2014,Charlotte,light rain
23-11-2014,Miami,overcast clouds
23-11-2014,Pittsburgh,scattered clouds
23-11-2014,Toronto,moderate rain
23-11-2014,Philadelphia,few clouds
23-11-2014,New York,broken clouds
23-11-2014,Montreal,light rain
23-11-2014,Boston,scattered clouds
23-11-2014,Beersheba,light rain
23-11-2014,Tel Aviv District,light rain
23-11-2014,Eilat,sky is clear
23-11-2014,Haifa,light rain
23-11-2014,Nahariyya,few clouds
23-11-2014,Jerusalem,light rain
24-11-2014,Vancouver,overcast clouds
24-11-2014,Portland,light rain
24-11-2014,San Francisco,sky is clear
24-11-2014,Seattle,light rain
24-11-2014,Los Angeles,sky is clear
24-11-2014,San Diego,sky is clear
24-11-2014,Las Vegas,sky is clear
24-11-2014,Phoenix,sky is clear
24-11-2014,Albuquerque,sky is clear
24-11-2014,Denver,scattered clouds
24-11-2014,San Antonio,sky is clear
24-11-2014,Dallas,sky is clear
24-11-2014,Houston,sky is clear
24-11-2014,Kansas City,moderate rain
24-11-2014,Minneapolis,light rain
24-11-2014,Saint Louis,moderate rain
24-11-2014,Chicago,heavy intensity rain
24-11-2014,Nashville,light rain
24-11-2014,Indianapolis,heavy intensity rain
24-11-2014,Atlanta,light rain
24-11-2014,Detroit,heavy intensity rain
24-11-2014,Jacksonville,few clouds
24-11-2014,Charlotte,moderate rain
24-11-2014,Miami,moderate rain
24-11-2014,Pittsburgh,moderate rain
24-11-2014,Toronto,heavy intensity rain
24-11-2014,Philadelphia,heavy intensity rain
24-11-2014,New York,mist
24-11-2014,Montreal,light rain
24-11-2014,Boston,moderate rain
24-11-2014,Beersheba,moderate rain
24-11-2014,Tel Aviv District,moderate rain
24-11-2014,Eilat,few clouds
24-11-2014,Haifa,broken clouds
24-11-2014,Nahariyya,broken clouds
24-11-2014,Jerusalem,light rain
25-11-2014,Vancouver,light rain
25-11-2014,Portland,heavy intensity rain
25-11-2014,San Francisco,sky is clear
25-11-2014,Seattle,heavy intensity rain
25-11-2014,Los Angeles,sky is clear
25-11-2014,San Diego,sky is clear
25-11-2014,Las Vegas,sky is clear
25-11-2014,Phoenix,sky is clear
25-11-2014,Albuquerque,sky is clear
25-11-2014,Denver,scattered clouds
25-11-2014,San Antonio,sky is clear
25-11-2014,Dallas,sky is clear
25-11-2014,Houston,sky is clear
25-11-2014,Kansas City,sky is clear
25-11-2014,Minneapolis,light snow
25-11-2014,Saint Louis,sky is clear
25-11-2014,Chicago,light snow
25-11-2014,Nashville,overcast clouds
25-11-2014,Indianapolis,scattered clouds
25-11-2014,Atlanta,broken clouds
25-11-2014,Detroit,light snow
25-11-2014,Jacksonville,light rain
25-11-2014,Charlotte,overcast clouds
25-11-2014,Miami,scattered clouds
25-11-2014,Pittsburgh,scattered clouds
25-11-2014,Toronto,heavy intensity rain
25-11-2014,Philadelphia,heavy intensity rain
25-11-2014,New York,overcast clouds
25-11-2014,Montreal,few clouds
25-11-2014,Boston,moderate rain
25-11-2014,Beersheba,light rain
25-11-2014,Tel Aviv District,moderate rain
25-11-2014,Eilat,scattered clouds
25-11-2014,Haifa,light rain
25-11-2014,Nahariyya,heavy intensity rain
25-11-2014,Jerusalem,light rain
26-11-2014,Vancouver,mist
26-11-2014,Portland,moderate rain
26-11-2014,San Francisco,sky is clear
26-11-2014,Seattle,moderate rain
26-11-2014,Los Angeles,sky is clear
26-11-2014,San Diego,sky is clear
26-11-2014,Las Vegas,sky is clear
26-11-2014,Phoenix,sky is clear
26-11-2014,Albuquerque,sky is clear
26-11-2014,Denver,scattered clouds
26-11-2014,San Antonio,sky is clear
26-11-2014,Dallas,sky is clear
26-11-2014,Houston,sky is clear
26-11-2014,Kansas City,light rain
26-11-2014,Minneapolis,light snow
26-11-2014,Saint Louis,light rain
26-11-2014,Chicago,scattered clouds
26-11-2014,Nashville,scattered clouds
26-11-2014,Indianapolis,sky is clear
26-11-2014,Atlanta,light rain
26-11-2014,Detroit,light snow
26-11-2014,Jacksonville,moderate rain
26-11-2014,Charlotte,heavy intensity rain
26-11-2014,Miami,heavy intensity rain
26-11-2014,Pittsburgh,light rain
26-11-2014,Toronto,few clouds
26-11-2014,Philadelphia,heavy intensity rain
26-11-2014,New York,moderate rain
26-11-2014,Montreal,few clouds
26-11-2014,Boston,moderate rain
26-11-2014,Beersheba,light rain
26-11-2014,Tel Aviv District,light rain
26-11-2014,Eilat,light rain
26-11-2014,Haifa,mist
26-11-2014,Nahariyya,mist
26-11-2014,Jerusalem,heavy intensity rain
27-11-2014,Vancouver,light rain
27-11-2014,Portland,moderate rain
27-11-2014,San Francisco,scattered clouds
27-11-2014,Seattle,moderate rain
27-11-2014,Los Angeles,sky is clear
27-11-2014,San Diego,sky is clear
27-11-2014,Las Vegas,sky is clear
27-11-2014,Phoenix,sky is clear
27-11-2014,Albuquerque,sky is clear
27-11-2014,Denver,scattered clouds
27-11-2014,San Antonio,sky is clear
27-11-2014,Dallas,sky is clear
27-11-2014,Houston,sky is clear
27-11-2014,Kansas City,light snow
27-11-2014,Minneapolis,sky is clear
27-11-2014,Saint Louis,light snow
27-11-2014,Chicago,light snow
27-11-2014,Nashville,light rain
27-11-2014,Indianapolis,scattered clouds
27-11-2014,Atlanta,scattered clouds
27-11-2014,Detroit,light snow
27-11-2014,Jacksonville,sky is clear
27-11-2014,Charlotte,moderate rain
27-11-2014,Miami,sky is clear
27-11-2014,Pittsburgh,light snow
27-11-2014,Toronto,few clouds
27-11-2014,Philadelphia,light rain
27-11-2014,New York,light snow
27-11-2014,Montreal,light snow
27-11-2014,Boston,moderate rain
27-11-2014,Beersheba,light rain
27-11-2014,Tel Aviv District,moderate rain
27-11-2014,Eilat,overcast clouds
27-11-2014,Haifa,mist
27-11-2014,Nahariyya,light rain
27-11-2014,Jerusalem,heavy intensity rain
28-11-2014,Vancouver,light intensity shower rain
28-11-2014,Portland,heavy intensity rain
