Data,City,Value
18-06-2015,Beersheba,1
18-06-2015,Tel Aviv District,2
18-06-2015,Eilat,2
18-06-2015,Haifa,3
18-06-2015,Nahariyya,3
18-06-2015,Jerusalem,1
19-06-2015,Vancouver,1
19-06-2015,Portland,1.5
19-06-2015,San Francisco,2
19-06-2015,Seattle,2
19-06-2015,Los Angeles,1
19-06-2015,San Diego,1
19-06-2015,Las Vegas,1
19-06-2015,Phoenix,2
19-06-2015,Albuquerque,1
19-06-2015,Denver,2
19-06-2015,San Antonio,2
19-06-2015,Dallas,2
19-06-2015,Houston,2
19-06-2015,Kansas City,3
19-06-2015,Minneapolis,3
19-06-2015,Saint Louis,4
19-06-2015,Chicago,4
19-06-2015,Nashville,2
19-06-2015,Indianapolis,2
19-06-2015,Atlanta,1
19-06-2015,Detroit,3
19-06-2015,Jacksonville,1
19-06-2015,Charlotte,1
19-06-2015,Miami,2
19-06-2015,Pittsburgh,2
19-06-2015,Toronto,2.5
19-06-2015,Philadelphia,1
19-06-2015,New York,2
19-06-2015,Montreal,5
19-06-2015,Boston,3
19-06-2015,Beersheba,3
19-06-2015,Tel Aviv District,2
19-06-2015,Eilat,1
19-06-2015,Haifa,5
19-06-2015,Nahariyya,5
19-06-2015,Jerusalem,1
20-06-2015,Vancouver,1
20-06-2015,Portland,1
20-06-2015,San Francisco,1.5
20-06-2015,Seattle,1
20-06-2015,Los Angeles,0.5
20-06-2015,San Diego,1
20-06-2015,Las Vegas,1
20-06-2015,Phoenix,1
20-06-2015,Albuquerque,1
20-06-2015,Denver,2
20-06-2015,San Antonio,3
20-06-2015,Dallas,5
20-06-2015,Houston,2
20-06-2015,Kansas City,3.5
20-06-2015,Minneapolis,4
20-06-2015,Saint Louis,3.5
20-06-2015,Chicago,2
20-06-2015,Nashville,4
20-06-2015,Indianapolis,2
20-06-2015,Atlanta,3
20-06-2015,Detroit,2
20-06-2015,Jacksonville,1.5
20-06-2015,Charlotte,1.5
20-06-2015,Miami,2
20-06-2015,Pittsburgh,1
20-06-2015,Toronto,2
20-06-2015,Philadelphia,1
20-06-2015,New York,2.5
20-06-2015,Montreal,2
20-06-2015,Boston,3
20-06-2015,Beersheba,2
20-06-2015,Tel Aviv District,2.5
20-06-2015,Eilat,1.5
20-06-2015,Haifa,4
20-06-2015,Nahariyya,4
20-06-2015,Jerusalem,1
21-06-2015,Vancouver,1
21-06-2015,Portland,1
21-06-2015,San Francisco,2
21-06-2015,Seattle,2
21-06-2015,Los Angeles,0.5
21-06-2015,San Diego,1
21-06-2015,Las Vegas,2
21-06-2015,Phoenix,2
21-06-2015,Albuquerque,1
21-06-2015,Denver,2
21-06-2015,San Antonio,4.5
21-06-2015,Dallas,4.5
21-06-2015,Houston,3
21-06-2015,Kansas City,5
21-06-2015,Minneapolis,2
21-06-2015,Saint Louis,4
21-06-2015,Chicago,1
21-06-2015,Nashville,2
21-06-2015,Indianapolis,3
21-06-2015,Atlanta,3
21-06-2015,Detroit,2
21-06-2015,Jacksonville,1
21-06-2015,Charlotte,3
21-06-2015,Miami,2
21-06-2015,Pittsburgh,2
21-06-2015,Toronto,1
21-06-2015,Philadelphia,3
21-06-2015,New York,3
21-06-2015,Montreal,1
21-06-2015,Boston,4
21-06-2015,Beersheba,2
21-06-2015,Tel Aviv District,2.5
21-06-2015,Eilat,1
21-06-2015,Haifa,4
21-06-2015,Nahariyya,4
21-06-2015,Jerusalem,1
22-06-2015,Vancouver,1
22-06-2015,Portland,1
22-06-2015,San Francisco,2
22-06-2015,Seattle,2
22-06-2015,Los Angeles,1
22-06-2015,San Diego,1
22-06-2015,Las Vegas,3
22-06-2015,Phoenix,2
22-06-2015,Albuquerque,1
22-06-2015,Denver,2
22-06-2015,San Antonio,3
22-06-2015,Dallas,5
22-06-2015,Houston,2
22-06-2015,Kansas City,6
22-06-2015,Minneapolis,3
22-06-2015,Saint Louis,4
22-06-2015,Chicago,2
22-06-2015,Nashville,2
22-06-2015,Indianapolis,2
22-06-2015,Atlanta,2
22-06-2015,Detroit,3
22-06-2015,Jacksonville,1
22-06-2015,Charlotte,1
22-06-2015,Miami,3
22-06-2015,Pittsburgh,1
22-06-2015,Toronto,2
22-06-2015,Philadelphia,2
22-06-2015,New York,3
22-06-2015,Montreal,2
22-06-2015,Boston,1.5
22-06-2015,Beersheba,2
22-06-2015,Tel Aviv District,1.5
22-06-2015,Eilat,1
22-06-2015,Haifa,2.5
22-06-2015,Nahariyya,2.5
22-06-2015,Jerusalem,1
23-06-2015,Vancouver,1
23-06-2015,Portland,1
23-06-2015,San Francisco,2
23-06-2015,Seattle,1
23-06-2015,Los Angeles,0.5
23-06-2015,San Diego,1
23-06-2015,Las Vegas,1.5
23-06-2015,Phoenix,2
23-06-2015,Albuquerque,1
23-06-2015,Denver,2
23-06-2015,San Antonio,3
23-06-2015,Dallas,3
23-06-2015,Houston,2
23-06-2015,Kansas City,3.5
23-06-2015,Minneapolis,3
23-06-2015,Saint Louis,5
23-06-2015,Chicago,4
23-06-2015,Nashville,2
23-06-2015,Indianapolis,4
23-06-2015,Atlanta,2
23-06-2015,Detroit,6
23-06-2015,Jacksonville,2
23-06-2015,Charlotte,2
23-06-2015,Miami,4
23-06-2015,Pittsburgh,3
23-06-2015,Toronto,5
23-06-2015,Philadelphia,3
23-06-2015,New York,3.5
23-06-2015,Montreal,7
23-06-2015,Boston,3.5
23-06-2015,Beersheba,2
23-06-2015,Tel Aviv District,2
23-06-2015,Eilat,1.5
23-06-2015,Haifa,3.5
23-06-2015,Nahariyya,3.5
23-06-2015,Jerusalem,1
24-06-2015,Vancouver,1
24-06-2015,Portland,1
24-06-2015,San Francisco,2
24-06-2015,Seattle,1
24-06-2015,Los Angeles,1
24-06-2015,San Diego,1
24-06-2015,Las Vegas,1
24-06-2015,Phoenix,2
24-06-2015,Albuquerque,2
24-06-2015,Denver,1
24-06-2015,San Antonio,3
24-06-2015,Dallas,2.5
24-06-2015,Houston,2
24-06-2015,Kansas City,3
24-06-2015,Minneapolis,2
24-06-2015,Saint Louis,2.5
24-06-2015,Chicago,1
24-06-2015,Nashville,1
24-06-2015,Indianapolis,1
24-06-2015,Atlanta,2
24-06-2015,Detroit,1
24-06-2015,Jacksonville,2
24-06-2015,Charlotte,3
24-06-2015,Miami,3
24-06-2015,Pittsburgh,1
24-06-2015,Toronto,2.5
24-06-2015,Philadelphia,2
24-06-2015,New York,3
24-06-2015,Montreal,6
24-06-2015,Boston,3
24-06-2015,Beersheba,2
24-06-2015,Tel Aviv District,2.5
24-06-2015,Eilat,2
24-06-2015,Haifa,5
24-06-2015,Nahariyya,5
24-06-2015,Jerusalem,1
25-06-2015,Vancouver,1
25-06-2015,Portland,1
25-06-2015,San Francisco,1
25-06-2015,Seattle,1
25-06-2015,Los Angeles,0
25-06-2015,San Diego,1
25-06-2015,Las Vegas,1
25-06-2015,Phoenix,2
25-06-2015,Albuquerque,2
25-06-2015,Denver,1
25-06-2015,San Antonio,3
25-06-2015,Dallas,3
25-06-2015,Houston,2
25-06-2015,Kansas City,6
25-06-2015,Minneapolis,2
25-06-2015,Saint Louis,5
25-06-2015,Chicago,4
25-06-2015,Nashville,1
25-06-2015,Indianapolis,2
25-06-2015,Atlanta,2
25-06-2015,Detroit,1
25-06-2015,Jacksonville,2
25-06-2015,Charlotte,1
25-06-2015,Miami,3
25-06-2015,Pittsburgh,1
25-06-2015,Toronto,2
25-06-2015,Philadelphia,1
25-06-2015,New York,2
25-06-2015,Montreal,3
25-06-2015,Boston,2
25-06-2015,Beersheba,2.5
25-06-2015,Tel Aviv District,3
25-06-2015,Eilat,4
25-06-2015,Haifa,5
25-06-2015,Nahariyya,5
25-06-2015,Jerusalem,2
26-06-2015,Vancouver,1
26-06-2015,Portland,3.5
26-06-2015,San Francisco,3.5
26-06-2015,Seattle,3
26-06-2015,Los Angeles,1.5
26-06-2015,San Diego,2
26-06-2015,Las Vegas,2
26-06-2015,Phoenix,5
26-06-2015,Albuquerque,2
26-06-2015,Denver,3
26-06-2015,San Antonio,3
26-06-2015,Dallas,3.5
26-06-2015,Houston,3
26-06-2015,Kansas City,3
26-06-2015,Minneapolis,1
26-06-2015,Saint Louis,3
26-06-2015,Chicago,3.5
26-06-2015,Nashville,2
26-06-2015,Indianapolis,3
26-06-2015,Atlanta,2
26-06-2015,Detroit,3
26-06-2015,Jacksonville,3
26-06-2015,Charlotte,3
26-06-2015,Miami,2
26-06-2015,Pittsburgh,2
26-06-2015,Toronto,2
26-06-2015,Philadelphia,2
26-06-2015,New York,2
26-06-2015,Montreal,2
26-06-2015,Boston,4.5
26-06-2015,Beersheba,2
26-06-2015,Tel Aviv District,5
26-06-2015,Eilat,3
26-06-2015,Haifa,5.5
26-06-2015,Nahariyya,5.5
26-06-2015,Jerusalem,3
27-06-2015,Vancouver,1
27-06-2015,Portland,3
27-06-2015,San Francisco,2
27-06-2015,Seattle,3
27-06-2015,Los Angeles,3
27-06-2015,San Diego,3
27-06-2015,Las Vegas,3
27-06-2015,Phoenix,4
27-06-2015,Albuquerque,6
27-06-2015,Denver,2
27-06-2015,San Antonio,2
27-06-2015,Dallas,4
27-06-2015,Houston,2
27-06-2015,Kansas City,3
27-06-2015,Minneapolis,1
27-06-2015,Saint Louis,4
27-06-2015,Chicago,4
27-06-2015,Nashville,3
27-06-2015,Indianapolis,6
27-06-2015,Atlanta,2.5
27-06-2015,Detroit,6
27-06-2015,Jacksonville,4.5
27-06-2015,Charlotte,3
27-06-2015,Miami,2
27-06-2015,Pittsburgh,4
27-06-2015,Toronto,5
27-06-2015,Philadelphia,4.5
27-06-2015,New York,2.5
27-06-2015,Montreal,2
27-06-2015,Boston,4
27-06-2015,Beersheba,2
27-06-2015,Tel Aviv District,3
27-06-2015,Eilat,3
27-06-2015,Haifa,5
27-06-2015,Nahariyya,5
27-06-2015,Jerusalem,3
28-06-2015,Vancouver,1
28-06-2015,Portland,1
28-06-2015,San Francisco,3.5
28-06-2015,Seattle,2
28-06-2015,Los Angeles,2.5
28-06-2015,San Diego,4
28-06-2015,Las Vegas,5
28-06-2015,Phoenix,2
28-06-2015,Albuquerque,2
28-06-2015,Denver,2
28-06-2015,San Antonio,2
28-06-2015,Dallas,2
28-06-2015,Houston,2
28-06-2015,Kansas City,3
28-06-2015,Minneapolis,3
28-06-2015,Saint Louis,2
28-06-2015,Chicago,3
28-06-2015,Nashville,2
28-06-2015,Indianapolis,3
28-06-2015,Atlanta,3
28-06-2015,Detroit,6
28-06-2015,Jacksonville,4
28-06-2015,Charlotte,2
28-06-2015,Miami,2
28-06-2015,Pittsburgh,4
28-06-2015,Toronto,8
28-06-2015,Philadelphia,5.5
28-06-2015,New York,3
28-06-2015,Montreal,4
28-06-2015,Boston,5.5
28-06-2015,Beersheba,3
28-06-2015,Tel Aviv District,6
28-06-2015,Eilat,1
28-06-2015,Haifa,5
28-06-2015,Nahariyya,5
28-06-2015,Jerusalem,5
29-06-2015,Vancouver,1.5
29-06-2015,Portland,2
29-06-2015,San Francisco,4
29-06-2015,Seattle,2
29-06-2015,Los Angeles,1
29-06-2015,San Diego,2
29-06-2015,Las Vegas,2
29-06-2015,Phoenix,2
29-06-2015,Albuquerque,3
29-06-2015,Denver,3
29-06-2015,San Antonio,3
29-06-2015,Dallas,3
29-06-2015,Houston,2
29-06-2015,Kansas City,2.5
29-06-2015,Minneapolis,2
29-06-2015,Saint Louis,3
29-06-2015,Chicago,3
29-06-2015,Nashville,3
29-06-2015,Indianapolis,3
29-06-2015,Atlanta,2
29-06-2015,Detroit,2
29-06-2015,Jacksonville,3
29-06-2015,Charlotte,2
29-06-2015,Miami,2
29-06-2015,Pittsburgh,1.5
29-06-2015,Toronto,3
29-06-2015,Philadelphia,4
29-06-2015,New York,3
29-06-2015,Montreal,3
29-06-2015,Boston,3
29-06-2015,Beersheba,1.5
29-06-2015,Tel Aviv District,2.5
29-06-2015,Eilat,4
29-06-2015,Haifa,2.5
29-06-2015,Nahariyya,2.5
29-06-2015,Jerusalem,2
30-06-2015,Vancouver,1.5
30-06-2015,Portland,3
30-06-2015,San Francisco,4
30-06-2015,Seattle,2
30-06-2015,Los Angeles,1.5
30-06-2015,San Diego,1.5
30-06-2015,Las Vegas,3
30-06-2015,Phoenix,4
30-06-2015,Albuquerque,3
30-06-2015,Denver,2
30-06-2015,San Antonio,3
30-06-2015,Dallas,3.5
30-06-2015,Houston,2
30-06-2015,Kansas City,2
30-06-2015,Minneapolis,2
30-06-2015,Saint Louis,2
30-06-2015,Chicago,2.5
30-06-2015,Nashville,2
30-06-2015,Indianapolis,3.5
30-06-2015,Atlanta,3
30-06-2015,Detroit,2
30-06-2015,Jacksonville,2
30-06-2015,Charlotte,3
30-06-2015,Miami,2
30-06-2015,Pittsburgh,2
30-06-2015,Toronto,3.5
30-06-2015,Philadelphia,2
30-06-2015,New York,2
30-06-2015,Montreal,3
30-06-2015,Boston,2.5
30-06-2015,Beersheba,2
30-06-2015,Tel Aviv District,2.5
30-06-2015,Eilat,5.5
30-06-2015,Haifa,2
30-06-2015,Nahariyya,2
30-06-2015,Jerusalem,2
01-07-2015,Vancouver,2.5
01-07-2015,Portland,3
01-07-2015,San Francisco,2.5
01-07-2015,Seattle,2
01-07-2015,Los Angeles,2
01-07-2015,San Diego,1.5
01-07-2015,Las Vegas,5
01-07-2015,Phoenix,4.5
01-07-2015,Albuquerque,3
01-07-2015,Denver,2
01-07-2015,San Antonio,3
01-07-2015,Dallas,4
01-07-2015,Houston,3
01-07-2015,Kansas City,4
01-07-2015,Minneapolis,2
01-07-2015,Saint Louis,2
01-07-2015,Chicago,3
01-07-2015,Nashville,2
01-07-2015,Indianapolis,1
01-07-2015,Atlanta,3
01-07-2015,Detroit,2.5
01-07-2015,Jacksonville,4
01-07-2015,Charlotte,3
01-07-2015,Miami,2.5
01-07-2015,Pittsburgh,3
01-07-2015,Toronto,4
01-07-2015,Philadelphia,3
01-07-2015,New York,4
01-07-2015,Montreal,3
01-07-2015,Boston,5
01-07-2015,Beersheba,2
01-07-2015,Tel Aviv District,3.5
01-07-2015,Eilat,7
01-07-2015,Haifa,2
01-07-2015,Nahariyya,2
01-07-2015,Jerusalem,4
02-07-2015,Vancouver,2
02-07-2015,Portland,3
02-07-2015,San Francisco,2.5
02-07-2015,Seattle,2
02-07-2015,Los Angeles,2
02-07-2015,San Diego,2
02-07-2015,Las Vegas,4
02-07-2015,Phoenix,5
02-07-2015,Albuquerque,3
02-07-2015,Denver,2.5
02-07-2015,San Antonio,3
02-07-2015,Dallas,5
02-07-2015,Houston,3
02-07-2015,Kansas City,3.5
02-07-2015,Minneapolis,1
02-07-2015,Saint Louis,3
02-07-2015,Chicago,5
02-07-2015,Nashville,3
02-07-2015,Indianapolis,4
02-07-2015,Atlanta,2.5
02-07-2015,Detroit,3
02-07-2015,Jacksonville,4
02-07-2015,Charlotte,3
02-07-2015,Miami,4
02-07-2015,Pittsburgh,1
02-07-2015,Toronto,4
02-07-2015,Philadelphia,1
02-07-2015,New York,1
02-07-2015,Montreal,7
02-07-2015,Boston,4
02-07-2015,Beersheba,2.5
02-07-2015,Tel Aviv District,3
02-07-2015,Eilat,5.5
02-07-2015,Haifa,2.5
02-07-2015,Nahariyya,2.5
02-07-2015,Jerusalem,2
03-07-2015,Vancouver,1
03-07-2015,Portland,3
03-07-2015,San Francisco,4
03-07-2015,Seattle,2
03-07-2015,Los Angeles,3
03-07-2015,San Diego,2
03-07-2015,Las Vegas,2
03-07-2015,Phoenix,3
03-07-2015,Albuquerque,3.5
03-07-2015,Denver,2
03-07-2015,San Antonio,3
03-07-2015,Dallas,4
03-07-2015,Houston,2
03-07-2015,Kansas City,3
03-07-2015,Minneapolis,2
03-07-2015,Saint Louis,2.5
03-07-2015,Chicago,2.5
03-07-2015,Nashville,2
03-07-2015,Indianapolis,4
03-07-2015,Atlanta,3
03-07-2015,Detroit,2
03-07-2015,Jacksonville,3
03-07-2015,Charlotte,3
03-07-2015,Miami,3.5
03-07-2015,Pittsburgh,2
03-07-2015,Toronto,3
03-07-2015,Philadelphia,1
03-07-2015,New York,1.5
03-07-2015,Montreal,4
03-07-2015,Boston,2.5
03-07-2015,Beersheba,2
03-07-2015,Tel Aviv District,2.5
03-07-2015,Eilat,4
03-07-2015,Haifa,3
03-07-2015,Nahariyya,3
03-07-2015,Jerusalem,3
04-07-2015,Vancouver,2
04-07-2015,Portland,2
04-07-2015,San Francisco,4.5
04-07-2015,Seattle,2
04-07-2015,Los Angeles,2
04-07-2015,San Diego,2
04-07-2015,Las Vegas,5
04-07-2015,Phoenix,3
04-07-2015,Albuquerque,2
04-07-2015,Denver,2.5
04-07-2015,San Antonio,4
04-07-2015,Dallas,3
04-07-2015,Houston,3
04-07-2015,Kansas City,2
04-07-2015,Minneapolis,1
04-07-2015,Saint Louis,2
04-07-2015,Chicago,2
04-07-2015,Nashville,2
04-07-2015,Indianapolis,2
04-07-2015,Atlanta,3
04-07-2015,Detroit,1
04-07-2015,Jacksonville,2.5
04-07-2015,Charlotte,4
04-07-2015,Miami,4
04-07-2015,Pittsburgh,2
04-07-2015,Toronto,2
04-07-2015,Philadelphia,2.5
04-07-2015,New York,2
04-07-2015,Montreal,2
04-07-2015,Boston,3.5
04-07-2015,Beersheba,1.5
04-07-2015,Tel Aviv District,2
04-07-2015,Eilat,5
04-07-2015,Haifa,3
04-07-2015,Nahariyya,3
04-07-2015,Jerusalem,3
05-07-2015,Vancouver,1
05-07-2015,Portland,2
05-07-2015,San Francisco,3.5
05-07-2015,Seattle,2.5
05-07-2015,Los Angeles,2
05-07-2015,San Diego,2.5
05-07-2015,Las Vegas,2
05-07-2015,Phoenix,4
05-07-2015,Albuquerque,2
05-07-2015,Denver,3
05-07-2015,San Antonio,4
05-07-2015,Dallas,5
05-07-2015,Houston,3
05-07-2015,Kansas City,3.5
05-07-2015,Minneapolis,3
05-07-2015,Saint Louis,1.5
05-07-2015,Chicago,2
05-07-2015,Nashville,2
05-07-2015,Indianapolis,1.5
05-07-2015,Atlanta,2.5
05-07-2015,Detroit,1
05-07-2015,Jacksonville,2
05-07-2015,Charlotte,2
05-07-2015,Miami,4.5
05-07-2015,Pittsburgh,1
05-07-2015,Toronto,2
05-07-2015,Philadelphia,1.5
05-07-2015,New York,2
05-07-2015,Montreal,3
05-07-2015,Boston,2.5
05-07-2015,Beersheba,2
05-07-2015,Tel Aviv District,3
05-07-2015,Eilat,6
05-07-2015,Haifa,1.5
05-07-2015,Nahariyya,1.5
05-07-2015,Jerusalem,2.5
06-07-2015,Vancouver,3
06-07-2015,Portland,2
06-07-2015,San Francisco,4
06-07-2015,Seattle,2.5
06-07-2015,Los Angeles,2
06-07-2015,San Diego,2
06-07-2015,Las Vegas,2
06-07-2015,Phoenix,2
06-07-2015,Albuquerque,2
06-07-2015,Denver,2.5
06-07-2015,San Antonio,5
06-07-2015,Dallas,7
06-07-2015,Houston,3.5
06-07-2015,Kansas City,5
06-07-2015,Minneapolis,5
06-07-2015,Saint Louis,2.5
06-07-2015,Chicago,4
06-07-2015,Nashville,1.5
06-07-2015,Indianapolis,2
06-07-2015,Atlanta,1
06-07-2015,Detroit,1.5
06-07-2015,Jacksonville,2.5
06-07-2015,Charlotte,2.5
06-07-2015,Miami,4
06-07-2015,Pittsburgh,2
06-07-2015,Toronto,4
06-07-2015,Philadelphia,2
06-07-2015,New York,2
06-07-2015,Montreal,3
06-07-2015,Boston,3.5
06-07-2015,Beersheba,2
06-07-2015,Tel Aviv District,3
06-07-2015,Eilat,6
06-07-2015,Haifa,2
06-07-2015,Nahariyya,2
06-07-2015,Jerusalem,2
07-07-2015,Vancouver,4
07-07-2015,Portland,3
07-07-2015,San Francisco,4
07-07-2015,Seattle,2
07-07-2015,Los Angeles,1
07-07-2015,San Diego,2
07-07-2015,Las Vegas,1
07-07-2015,Phoenix,2
07-07-2015,Albuquerque,4
07-07-2015,Denver,3
07-07-2015,San Antonio,5
07-07-2015,Dallas,6
07-07-2015,Houston,5
07-07-2015,Kansas City,4
07-07-2015,Minneapolis,3
07-07-2015,Saint Louis,3
07-07-2015,Chicago,7
07-07-2015,Nashville,3.5
07-07-2015,Indianapolis,5
07-07-2015,Atlanta,1
07-07-2015,Detroit,4
07-07-2015,Jacksonville,2.5
07-07-2015,Charlotte,1.5
07-07-2015,Miami,4
07-07-2015,Pittsburgh,3
07-07-2015,Toronto,3
07-07-2015,Philadelphia,3
07-07-2015,New York,3
07-07-2015,Montreal,3
07-07-2015,Boston,3
07-07-2015,Beersheba,1.5
07-07-2015,Tel Aviv District,2.5
07-07-2015,Eilat,5
07-07-2015,Haifa,3
07-07-2015,Nahariyya,3
07-07-2015,Jerusalem,2.5
08-07-2015,Vancouver,2
08-07-2015,Portland,2
08-07-2015,San Francisco,5
08-07-2015,Seattle,1
08-07-2015,Los Angeles,2
08-07-2015,San Diego,2
08-07-2015,Las Vegas,2.5
08-07-2015,Phoenix,2.5
08-07-2015,Albuquerque,2
08-07-2015,Denver,3
08-07-2015,San Antonio,6
08-07-2015,Dallas,5
08-07-2015,Houston,4
08-07-2015,Kansas City,3.5
08-07-2015,Minneapolis,1
08-07-2015,Saint Louis,3
08-07-2015,Chicago,3
08-07-2015,Nashville,3
08-07-2015,Indianapolis,2
08-07-2015,Atlanta,2
08-07-2015,Detroit,3
08-07-2015,Jacksonville,2
08-07-2015,Charlotte,3
08-07-2015,Miami,3.5
08-07-2015,Pittsburgh,2
08-07-2015,Toronto,3
08-07-2015,Philadelphia,3
08-07-2015,New York,3
08-07-2015,Montreal,4
08-07-2015,Boston,5
08-07-2015,Beersheba,1.5
08-07-2015,Tel Aviv District,2.5
08-07-2015,Eilat,4
08-07-2015,Haifa,3
08-07-2015,Nahariyya,3
08-07-2015,Jerusalem,3
09-07-2015,Vancouver,2.5
09-07-2015,Portland,2
09-07-2015,San Francisco,4
09-07-2015,Seattle,2
09-07-2015,Los Angeles,2
09-07-2015,San Diego,2.5
09-07-2015,Las Vegas,6.5
09-07-2015,Phoenix,5
09-07-2015,Albuquerque,3
09-07-2015,Denver,2
09-07-2015,San Antonio,5
09-07-2015,Dallas,5
09-07-2015,Houston,3
09-07-2015,Kansas City,2
09-07-2015,Minneapolis,1.5
09-07-2015,Saint Louis,3
09-07-2015,Chicago,4
09-07-2015,Nashville,3
09-07-2015,Indianapolis,5
09-07-2015,Atlanta,2
09-07-2015,Detroit,2
09-07-2015,Jacksonville,3
09-07-2015,Charlotte,3
09-07-2015,Miami,4.5
09-07-2015,Pittsburgh,3
09-07-2015,Toronto,2
09-07-2015,Philadelphia,2
09-07-2015,New York,1
09-07-2015,Montreal,2
09-07-2015,Boston,3
09-07-2015,Beersheba,1
09-07-2015,Tel Aviv District,2.5
09-07-2015,Eilat,4
09-07-2015,Haifa,3
09-07-2015,Nahariyya,3
09-07-2015,Jerusalem,2
10-07-2015,Vancouver,3.5
10-07-2015,Portland,3
10-07-2015,San Francisco,3
10-07-2015,Seattle,5
10-07-2015,Los Angeles,3
10-07-2015,San Diego,2
10-07-2015,Las Vegas,4
10-07-2015,Phoenix,3
10-07-2015,Albuquerque,2
10-07-2015,Denver,2
10-07-2015,San Antonio,4
10-07-2015,Dallas,4
10-07-2015,Houston,2
10-07-2015,Kansas City,2
10-07-2015,Minneapolis,2
10-07-2015,Saint Louis,2
10-07-2015,Chicago,2
10-07-2015,Nashville,2
10-07-2015,Indianapolis,2
10-07-2015,Atlanta,2
10-07-2015,Detroit,1
10-07-2015,Jacksonville,3
10-07-2015,Charlotte,2
10-07-2015,Miami,5
10-07-2015,Pittsburgh,1.5
10-07-2015,Toronto,2
10-07-2015,Philadelphia,3
10-07-2015,New York,3
10-07-2015,Montreal,3
10-07-2015,Boston,2
10-07-2015,Beersheba,1.5
10-07-2015,Tel Aviv District,2.5
10-07-2015,Eilat,5.5
10-07-2015,Haifa,2
10-07-2015,Nahariyya,2
10-07-2015,Jerusalem,2
11-07-2015,Vancouver,3
11-07-2015,Portland,2
11-07-2015,San Francisco,4
11-07-2015,Seattle,4
11-07-2015,Los Angeles,2
11-07-2015,San Diego,2
11-07-2015,Las Vegas,3.5
11-07-2015,Phoenix,2
11-07-2015,Albuquerque,2
11-07-2015,Denver,2
11-07-2015,San Antonio,3
11-07-2015,Dallas,4
11-07-2015,Houston,2
11-07-2015,Kansas City,4
11-07-2015,Minneapolis,2
11-07-2015,Saint Louis,2.5
11-07-2015,Chicago,1.5
11-07-2015,Nashville,1
11-07-2015,Indianapolis,1.5
11-07-2015,Atlanta,2
11-07-2015,Detroit,1
11-07-2015,Jacksonville,2
11-07-2015,Charlotte,2
11-07-2015,Miami,3
11-07-2015,Pittsburgh,1
11-07-2015,Toronto,1
11-07-2015,Philadelphia,2
11-07-2015,New York,1
11-07-2015,Montreal,4
11-07-2015,Boston,3
11-07-2015,Beersheba,1.5
11-07-2015,Tel Aviv District,3
11-07-2015,Eilat,5
11-07-2015,Haifa,4
11-07-2015,Nahariyya,4
11-07-2015,Jerusalem,3
12-07-2015,Vancouver,1
12-07-2015,Portland,3
12-07-2015,San Francisco,5
12-07-2015,Seattle,3
12-07-2015,Los Angeles,1.5
12-07-2015,San Diego,2
12-07-2015,Las Vegas,3
12-07-2015,Phoenix,2
12-07-2015,Albuquerque,2
12-07-2015,Denver,2
12-07-2015,San Antonio,3
12-07-2015,Dallas,4
12-07-2015,Houston,2
12-07-2015,Kansas City,5
12-07-2015,Minneapolis,3
12-07-2015,Saint Louis,2
12-07-2015,Chicago,2.5
12-07-2015,Nashville,2
12-07-2015,Indianapolis,2.5
12-07-2015,Atlanta,2
12-07-2015,Detroit,1
12-07-2015,Jacksonville,2
12-07-2015,Charlotte,2
12-07-2015,Miami,2
12-07-2015,Pittsburgh,1
12-07-2015,Toronto,2
12-07-2015,Philadelphia,1
12-07-2015,New York,2
12-07-2015,Montreal,5
12-07-2015,Boston,5
12-07-2015,Beersheba,1.5
12-07-2015,Tel Aviv District,2
12-07-2015,Eilat,4
12-07-2015,Haifa,3
12-07-2015,Nahariyya,3
12-07-2015,Jerusalem,2
13-07-2015,Vancouver,2
13-07-2015,Portland,2
13-07-2015,San Francisco,5
13-07-2015,Seattle,2
13-07-2015,Los Angeles,2
13-07-2015,San Diego,1.5
13-07-2015,Las Vegas,2
13-07-2015,Phoenix,2
13-07-2015,Albuquerque,3
13-07-2015,Denver,3
13-07-2015,San Antonio,3
13-07-2015,Dallas,3.5
13-07-2015,Houston,3
13-07-2015,Kansas City,4
13-07-2015,Minneapolis,3
13-07-2015,Saint Louis,3
13-07-2015,Chicago,4
13-07-2015,Nashville,2
13-07-2015,Indianapolis,3
13-07-2015,Atlanta,1
13-07-2015,Detroit,2
13-07-2015,Jacksonville,3
13-07-2015,Charlotte,2
13-07-2015,Miami,2
13-07-2015,Pittsburgh,2
13-07-2015,Toronto,3
13-07-2015,Philadelphia,2
13-07-2015,New York,2
13-07-2015,Montreal,2
13-07-2015,Boston,2.5
13-07-2015,Beersheba,1.5
13-07-2015,Tel Aviv District,2
13-07-2015,Eilat,4
13-07-2015,Haifa,2.5
13-07-2015,Nahariyya,2.5
13-07-2015,Jerusalem,2.5
14-07-2015,Vancouver,1.5
14-07-2015,Portland,3.5
14-07-2015,San Francisco,6
14-07-2015,Seattle,1
14-07-2015,Los Angeles,2
14-07-2015,San Diego,3
14-07-2015,Las Vegas,2
14-07-2015,Phoenix,2.5
14-07-2015,Albuquerque,2
14-07-2015,Denver,3
14-07-2015,San Antonio,3
14-07-2015,Dallas,4
14-07-2015,Houston,3
14-07-2015,Kansas City,2
14-07-2015,Minneapolis,2
14-07-2015,Saint Louis,3
14-07-2015,Chicago,5
14-07-2015,Nashville,3
14-07-2015,Indianapolis,5
